Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,125553,ZARXIO,FILGRASTIM-SNDZ,2025/8/29,Leukocyte Growth Factor,2015,SANDOZ INC,2015/03/06-,61314-318; 61314-326,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c0d1c22b-566b-4776-bdbf-00f96dad0cae/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c0d1c22b-566b-4776-bdbf-00f96dad0cae,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c0d1c22b-566b-4776-bdbf-00f96dad0cae,c0d1c22b-566b-4776-bdbf-00f96dad0cae,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS; SUBCUTANEOUS,BLA,761126,NYPOZI txid,FILGRASTIM-TXID,2026/1/15,Leukocyte Growth Factor,2024,TANVEX BIOPHARMA USA INC,2025/09/23-,72374-101; 72374-102,PVI5M0M1GW,FILGRASTIM; filgrastim,FILGRASTIM; filgrastim,PVI5M0M1GW,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/89092bb8-6a20-e23e-e053-2a95a90aa750/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=89092bb8-6a20-e23e-e053-2a95a90aa750,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=89092bb8-6a20-e23e-e053-2a95a90aa750,89092bb8-6a20-e23e-e053-2a95a90aa750,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS; SUBCUTANEOUS,BLA,761126,NYPOZI,FILGRASTIM-TXID,2025/5/1,Leukocyte Growth Factor,2024,CIPLA USA INC,2026/02/11-,69097-429; 69097-430,PVI5M0M1GW,FILGRASTIM,FILGRASTIM,PVI5M0M1GW,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/575d164d-45fa-4e3e-81e4-2652d96673d1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=575d164d-45fa-4e3e-81e4-2652d96673d1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=575d164d-45fa-4e3e-81e4-2652d96673d1,575d164d-45fa-4e3e-81e4-2652d96673d1,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,079086,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F 18,2025/12/30,Radioactive Diagnostic Agent,2005,PETNET SOLUTIONS INC,2008/07/29-,40028-511,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/caaa9ab5-e3f4-489d-9f4c-0ecbee6fca83/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=caaa9ab5-e3f4-489d-9f4c-0ecbee6fca83,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=caaa9ab5-e3f4-489d-9f4c-0ecbee6fca83,caaa9ab5-e3f4-489d-9f4c-0ecbee6fca83,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204463,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F 18,2025/4/30,Radioactive Diagnostic Agent,2005,SOFIE CO DBA SOFIE,2019/11/06-,73410-003,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/915b1f71-616d-4cd9-90a7-bc556736a3d1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=915b1f71-616d-4cd9-90a7-bc556736a3d1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=915b1f71-616d-4cd9-90a7-bc556736a3d1,915b1f71-616d-4cd9-90a7-bc556736a3d1,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204498,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F 18,2022/3/2,Radioactive Diagnostic Agent,2005,THE UNIVERSITY OF UTAH DBA CYCLOTRON RADIOCHEMISTRY LAB HUNTSMAN CANCER INSTITUTE,2013/11/01-,67939-010,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4439286d-2b7b-4403-9e4a-3b0aad10ad5b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4439286d-2b7b-4403-9e4a-3b0aad10ad5b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4439286d-2b7b-4403-9e4a-3b0aad10ad5b,4439286d-2b7b-4403-9e4a-3b0aad10ad5b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203935,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F 18,2021/10/29,Radioactive Diagnostic Agent,2005,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,2011/01/02-,75913-647,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ae48ac7d-1c50-4b32-a3e6-c2e5de5b63ed/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ae48ac7d-1c50-4b32-a3e6-c2e5de5b63ed,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ae48ac7d-1c50-4b32-a3e6-c2e5de5b63ed,ae48ac7d-1c50-4b32-a3e6-c2e5de5b63ed,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,203920,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2026/1/27,Radioactive Diagnostic Agent,2005,JUBILANT DRAXIMAGE INC DBA JUBILANT RADIOPHARMA,2010/11/20-,60055-334,0Z5B2CJX4D,Fludeoxyglucose F-18,Fludeoxyglucose F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5d05df4a-463e-4e66-9387-f3a842e20cd0/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5d05df4a-463e-4e66-9387-f3a842e20cd0,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5d05df4a-463e-4e66-9387-f3a842e20cd0,5d05df4a-463e-4e66-9387-f3a842e20cd0,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203612,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2025/12/26,Radioactive Diagnostic Agent,2005,MAYO CLINIC,2013/08/05-,52670-551,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/153b650d-7b69-4880-a72a-a5f13059d248/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=153b650d-7b69-4880-a72a-a5f13059d248,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=153b650d-7b69-4880-a72a-a5f13059d248,153b650d-7b69-4880-a72a-a5f13059d248,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,204546,Fludeoxyglucose F-18,FLUDEOXYGLUCOSE F-18,2025/12/18,Radioactive Diagnostic Agent,2005,PRECISION NUCLEAR LLC,2010/10/10-,52768-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/09ae2a6d-673a-423a-ba45-3c543061b103/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=09ae2a6d-673a-423a-ba45-3c543061b103,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=09ae2a6d-673a-423a-ba45-3c543061b103,09ae2a6d-673a-423a-ba45-3c543061b103,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,203837,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F-18,2025/12/14,Radioactive Diagnostic Agent,2005,BIOMEDICAL RESEARCH FOUNDATION OF NORTHWEST LOUISIANA,2015/05/14-,24562-003,0Z5B2CJX4D,Fludeoxyglucose F-18,Fludeoxyglucose F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/edb15e3c-848d-433d-9f1c-c73a3c72861b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=edb15e3c-848d-433d-9f1c-c73a3c72861b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=edb15e3c-848d-433d-9f1c-c73a3c72861b,edb15e3c-848d-433d-9f1c-c73a3c72861b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,203710,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2025/12/14,Radioactive Diagnostic Agent,2005,BIOMEDICAL RESEARCH FOUNDATION OF NORTHWEST LOUISIANA,2015/05/14-,24562-001,0Z5B2CJX4D,Fludeoxyglucose F-18,Fludeoxyglucose F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1deaaa92-1c98-4295-8aa6-7a70bc29f55d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1deaaa92-1c98-4295-8aa6-7a70bc29f55d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1deaaa92-1c98-4295-8aa6-7a70bc29f55d,1deaaa92-1c98-4295-8aa6-7a70bc29f55d,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203591,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2025/11/19,Radioactive Diagnostic Agent,2005,SOFIE CO,2011/12/08-,49609-101,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2028be0c-333c-4e0c-be57-099276c725d7/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2028be0c-333c-4e0c-be57-099276c725d7,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2028be0c-333c-4e0c-be57-099276c725d7,2028be0c-333c-4e0c-be57-099276c725d7,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,216125,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2025/3/11,Radioactive Diagnostic Agent,2005,BAMF HEALTH INC,2025/03/11-,81759-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/347c6beb-499e-af61-e063-6394a90a6011/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=347c6beb-499e-af61-e063-6394a90a6011,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=347c6beb-499e-af61-e063-6394a90a6011,347c6beb-499e-af61-e063-6394a90a6011,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,203801,Fludeoxyglucose F-18,FLUDEOXYGLUCOSE F-18,2025/1/9,Radioactive Diagnostic Agent,2014,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,2014/10/30-,40098-101,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/84f1aeab-685d-47fd-a8e9-e724979c4ce6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=84f1aeab-685d-47fd-a8e9-e724979c4ce6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=84f1aeab-685d-47fd-a8e9-e724979c4ce6,84f1aeab-685d-47fd-a8e9-e724979c4ce6,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204759,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2024/10/21,Radioactive Diagnostic Agent,1994,KETTERING MEDICAL CENTER,2011/12/08-,29998-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/982b9df4-0772-4de1-a01e-794a77518500/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=982b9df4-0772-4de1-a01e-794a77518500,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=982b9df4-0772-4de1-a01e-794a77518500,982b9df4-0772-4de1-a01e-794a77518500,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204264,Fludeoxyglucose F-18,FLUDEOXYGLUCOSE F-18,2024/4/1,Radioactive Diagnostic Agent,2005,PHARMALOGIC SOUTH CAROLINA LLC,2006/03/29-,16129-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3535020f-26c3-40b8-bdb5-1aaa1857ba57/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3535020f-26c3-40b8-bdb5-1aaa1857ba57,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3535020f-26c3-40b8-bdb5-1aaa1857ba57,3535020f-26c3-40b8-bdb5-1aaa1857ba57,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204385,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,2022/11/10,Radioactive Diagnostic Agent,2005,BARBARA ANN KARMANOS CANCER HOSPITAL,2020/01/31-,78714-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/e3791140-2e52-48c5-9849-536d5e4275e5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=e3791140-2e52-48c5-9849-536d5e4275e5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e3791140-2e52-48c5-9849-536d5e4275e5,e3791140-2e52-48c5-9849-536d5e4275e5,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203990,FLUDEOXYGLUCOSE F 18,FLUDEOXYGLUCOSE F-18,2022/10/9,Radioactive Diagnostic Agent,2005,UIHC P E T IMAGING CENTER,2011/12/12-,24417-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4842b836-1a7c-4417-ab8d-aa37bf7065f8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4842b836-1a7c-4417-ab8d-aa37bf7065f8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4842b836-1a7c-4417-ab8d-aa37bf7065f8,4842b836-1a7c-4417-ab8d-aa37bf7065f8,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,204333,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2021/11/25,Radioactive Diagnostic Agent,2005,MASSACHUSETTS GENERAL HOSPITAL,2011/10/30-,76318-334,0Z5B2CJX4D,Fludeoxyglucose F-18,Fludeoxyglucose F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/232fbb91-402e-44d8-a0cf-6813980b8ead/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=232fbb91-402e-44d8-a0cf-6813980b8ead,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=232fbb91-402e-44d8-a0cf-6813980b8ead,232fbb91-402e-44d8-a0cf-6813980b8ead,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203816,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,2021/11/3,Radioactive Diagnostic Agent,2005,BRIGHAM AND WOMEN S HOSPITAL INC THE,2014/10/30-,24450-647,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6b7b71c9-f10c-4ace-8166-ea242d8e628d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6b7b71c9-f10c-4ace-8166-ea242d8e628d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6b7b71c9-f10c-4ace-8166-ea242d8e628d,6b7b71c9-f10c-4ace-8166-ea242d8e628d,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203603,Fludeoxyglucose F-18,FLUDEOXYGLUCOSE F-18,2020/12/4,Radioactive Diagnostic Agent,2005,CARDINAL HEALTH LLC,2019/01/02-,65857-150,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/08044d8f-036c-4809-997f-dd5180feebe6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=08044d8f-036c-4809-997f-dd5180feebe6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=08044d8f-036c-4809-997f-dd5180feebe6,08044d8f-036c-4809-997f-dd5180feebe6,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,203771,Fludeoxyglucose F 18,FLUDEOXYGLUCOSE F-18,2015/9/11,Radioactive Diagnostic Agent,,HAMAMATSU QUEEN S PET IMAGING CENTER LLC,2011/11/14-,76376-618,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0492cac9-3a81-4cd6-a80d-0b213890e575/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0492cac9-3a81-4cd6-a80d-0b213890e575,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0492cac9-3a81-4cd6-a80d-0b213890e575,0492cac9-3a81-4cd6-a80d-0b213890e575,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203942,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2026/1/27,Radioactive Diagnostic Agent,2016,KREITCHMAN PET CENTER,2016/05/09-,62072-008,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1e415eb3-e8a5-4149-b4ec-ba9ab3b29d7f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1e415eb3-e8a5-4149-b4ec-ba9ab3b29d7f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1e415eb3-e8a5-4149-b4ec-ba9ab3b29d7f,1e415eb3-e8a5-4149-b4ec-ba9ab3b29d7f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203778,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2025/12/31,Radioactive Diagnostic Agent,,D IMAGING DRUG DESIGN AND DEVELOPMENT LLC,2012/01/02-,76451-118,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2785ce60-86c9-42c2-ab0a-8c5d5adf60d3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2785ce60-86c9-42c2-ab0a-8c5d5adf60d3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2785ce60-86c9-42c2-ab0a-8c5d5adf60d3,2785ce60-86c9-42c2-ab0a-8c5d5adf60d3,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203902,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2025/11/14,Radioactive Diagnostic Agent,2005,UCSF RADIOPHARMACEUTICAL FACILITY,2011/12/04-,24275-0185,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/763958a2-6952-4c0d-8a4a-9c04acb62229/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=763958a2-6952-4c0d-8a4a-9c04acb62229,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=763958a2-6952-4c0d-8a4a-9c04acb62229,763958a2-6952-4c0d-8a4a-9c04acb62229,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204531,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2025/10/14,Radioactive Diagnostic Agent,2005,THE REGENTS OF THE UNIVERSITY OF MICHIGAN,2015/07/17-,76326-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/35bfa064-4313-49e2-98d2-85a84d2c40a4/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=35bfa064-4313-49e2-98d2-85a84d2c40a4,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=35bfa064-4313-49e2-98d2-85a84d2c40a4,35bfa064-4313-49e2-98d2-85a84d2c40a4,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,203246,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2025/10/3,Radioactive Diagnostic Agent,2005,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,2011/12/06-,60215-411,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/43954e40-bb95-4275-92ab-96211b7de907/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43954e40-bb95-4275-92ab-96211b7de907,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=43954e40-bb95-4275-92ab-96211b7de907,43954e40-bb95-4275-92ab-96211b7de907,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,ANDA,204472,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2025/1/14,Radioactive Diagnostic Agent,2005,MIPS CYCLOTRON AND RADIOCHEMISTRY FACILITY,2015/02/28-,69587-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0ec2d4d1-b295-18dc-e054-00144ff88e88/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0ec2d4d1-b295-18dc-e054-00144ff88e88,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0ec2d4d1-b295-18dc-e054-00144ff88e88,0ec2d4d1-b295-18dc-e054-00144ff88e88,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,ANDA,203904,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2021/8/13,Radioactive Diagnostic Agent,2005,THE METHODIST HOSPITAL RESEARCH INSTITUTE,2012/04/23-,69864-001,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/195d1b07-5669-247f-e054-00144ff8d46c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=195d1b07-5669-247f-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=195d1b07-5669-247f-e054-00144ff8d46c,195d1b07-5669-247f-e054-00144ff8d46c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,021870,Fludeoxyglucose F18,FLUDEOXYGLUCOSE F18,2019/7/11,Radioactive Diagnostic Agent,2005,THE FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,2005/08/19-,13267-234,0Z5B2CJX4D,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,0Z5B2CJX4D,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/dfd91498-4bfc-4d45-a9a3-cee6153ae573/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dfd91498-4bfc-4d45-a9a3-cee6153ae573,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=dfd91498-4bfc-4d45-a9a3-cee6153ae573,dfd91498-4bfc-4d45-a9a3-cee6153ae573,,,,,,,,,,,,,,,,,,,
